id,title,category,price,old_price,price_drop,percent_drop,timestamp
98,Smartwatch,Electronics,364.49,364.49,0,0.0,"2025-04-01 01:37:00"
99,Jacket,Fashion,287.74,314.44,1,8.491286095916546,"2025-04-01 01:38:00"
100,Bracelet,Jewelery,313.32,380.95,1,17.752985956162227,"2025-04-01 01:39:00"
101,Bracelet,Jewelery,903.7,1348.64,1,32.99175465654289,"2025-04-01 01:40:00"
102,Earrings,Jewelery,1173.26,1625.08,1,27.802938932237183,"2025-04-01 01:41:00"
103,"Bluetooth Speaker",Electronics,492.97,785.29,1,37.22446484738121,"2025-04-01 01:42:00"
104,Bracelet,Jewelery,343.4,390.93,1,12.15818688767811,"2025-04-01 01:43:00"
105,Smartwatch,Electronics,543.04,712.67,1,23.802040214966254,"2025-04-01 01:44:00"
106,Smartphone,Electronics,1016.3,1016.3,0,0.0,"2025-04-01 01:45:00"
107,Headphones,Electronics,332.32,392.1,1,15.246110686049482,"2025-04-01 01:46:00"
108,Earrings,Jewelery,1526.8,1881.65,1,18.858448701937135,"2025-04-01 01:47:00"
109,"Bluetooth Speaker",Electronics,1055.95,1683.98,1,37.29438591907267,"2025-04-01 01:48:00"
110,Necklace,Jewelery,502.37,537.08,1,6.462724361361443,"2025-04-01 01:49:00"
111,Jeans,Fashion,1807.22,1930.96,1,6.40821145958487,"2025-04-01 01:50:00"
112,Jacket,Fashion,961.83,1416.13,1,32.080388099962576,"2025-04-01 01:51:00"
113,Sneakers,Fashion,651.99,824.59,1,20.93161449932694,"2025-04-01 01:52:00"
114,"Bluetooth Speaker",Electronics,797.59,797.59,0,0.0,"2025-04-01 01:53:00"
115,Bracelet,Jewelery,1161.1,1445.95,1,19.699851308828116,"2025-04-01 01:54:00"
116,Sneakers,Fashion,651.66,784.48,1,16.9309606363451,"2025-04-01 01:55:00"
117,Dress,Fashion,707.59,928.56,1,23.797062117687595,"2025-04-01 01:56:00"
118,Jeans,Fashion,1500.45,1500.45,0,0.0,"2025-04-01 01:57:00"
119,Sneakers,Fashion,296.24,296.24,0,0.0,"2025-04-01 01:58:00"
120,Laptop,Electronics,413.87,413.87,0,0.0,"2025-04-01 01:59:00"
121,Jacket,Fashion,1115.11,1568.31,1,28.897348100821908,"2025-04-01 02:00:00"
122,Dress,Fashion,965.13,965.13,0,0.0,"2025-04-01 02:01:00"
123,Dress,Fashion,237.35,327.53,1,27.533355723139863,"2025-04-01 02:02:00"
124,Jacket,Fashion,402.18,606.74,1,33.71460592675611,"2025-04-01 02:03:00"
125,Jeans,Fashion,931.08,931.08,0,0.0,"2025-04-01 02:04:00"
126,Headphones,Electronics,1311.95,1540.53,1,14.83775064425879,"2025-04-01 02:05:00"
127,Smartphone,Electronics,1046.56,1248.71,1,16.18870674536122,"2025-04-01 02:06:00"
128,Necklace,Jewelery,715.45,715.45,0,0.0,"2025-04-01 02:07:00"
129,Jacket,Fashion,1066.57,1302.52,1,18.11488499216903,"2025-04-01 02:08:00"
130,Jeans,Fashion,1527.0,1527.0,0,0.0,"2025-04-01 02:09:00"
131,Ring,Jewelery,649.05,720.33,1,9.895464578734758,"2025-04-01 02:10:00"
132,Smartphone,Electronics,576.76,699.44,1,17.539746082580358,"2025-04-01 02:11:00"
133,Laptop,Electronics,512.67,512.67,0,0.0,"2025-04-01 02:12:00"
134,Pendant,Jewelery,1499.58,1499.58,0,0.0,"2025-04-01 02:13:00"
135,Laptop,Electronics,412.27,477.18,1,13.602833312376886,"2025-04-01 02:14:00"
136,Ring,Jewelery,1496.65,1768.43,1,15.368434147803416,"2025-04-01 02:15:00"
137,Jacket,Fashion,1306.78,1853.24,1,29.4867367421381,"2025-04-01 02:16:00"
138,T-Shirt,Fashion,903.13,1269.57,1,28.863315925864658,"2025-04-01 02:17:00"
139,Ring,Jewelery,1017.65,1079.62,1,5.739982586465601,"2025-04-01 02:18:00"
140,Ring,Jewelery,666.52,829.78,1,19.67509460338885,"2025-04-01 02:19:00"
141,"Bluetooth Speaker",Electronics,1147.11,1147.11,0,0.0,"2025-04-01 02:20:00"
142,Bracelet,Jewelery,1528.73,1932.62,1,20.898572921733187,"2025-04-01 02:21:00"
143,Smartwatch,Electronics,520.33,693.6,1,24.981257208765857,"2025-04-01 02:22:00"
144,Jeans,Fashion,819.83,1121.33,1,26.88771369712751,"2025-04-01 02:23:00"
145,T-Shirt,Fashion,297.86,441.62,1,32.55287351116344,"2025-04-01 02:24:00"
146,Pendant,Jewelery,1452.8,1452.8,0,0.0,"2025-04-01 02:25:00"
147,Smartwatch,Electronics,634.77,634.77,0,0.0,"2025-04-01 02:26:00"
148,"Bluetooth Speaker",Electronics,722.21,768.4,1,6.011192087454444,"2025-04-01 02:27:00"
149,Laptop,Electronics,127.68,127.68,0,0.0,"2025-04-01 02:28:00"
150,Pendant,Jewelery,231.05,231.05,0,0.0,"2025-04-01 02:29:00"
151,Ring,Jewelery,84.37,138.28,1,38.98611512872432,"2025-04-01 02:30:00"
152,Dress,Fashion,159.42,159.42,0,0.0,"2025-04-01 02:31:00"
153,Bracelet,Jewelery,871.44,923.19,1,5.605563318493484,"2025-04-01 02:32:00"
154,Smartphone,Electronics,548.89,891.21,1,38.41070005946972,"2025-04-01 02:33:00"
155,Pendant,Jewelery,1559.95,1690.33,1,7.713286754657369,"2025-04-01 02:34:00"
156,Smartwatch,Electronics,495.13,709.19,1,30.183730735063953,"2025-04-01 02:35:00"
157,Smartphone,Electronics,1448.46,1537.29,1,5.778350213687719,"2025-04-01 02:36:00"
158,"Bluetooth Speaker",Electronics,1532.01,1660.64,1,7.745808844782741,"2025-04-01 02:37:00"
159,Dress,Fashion,222.07,222.07,0,0.0,"2025-04-01 02:38:00"
160,Ring,Jewelery,189.03,289.42,1,34.68661460852741,"2025-04-01 02:39:00"
161,Smartphone,Electronics,280.14,280.14,0,0.0,"2025-04-01 02:40:00"
162,Sneakers,Fashion,1006.88,1112.19,1,9.468705886584132,"2025-04-01 02:41:00"
163,Dress,Fashion,1071.69,1619.43,1,33.823011800448306,"2025-04-01 02:42:00"
164,Jacket,Fashion,1040.47,1040.47,0,0.0,"2025-04-01 02:43:00"
165,"Bluetooth Speaker",Electronics,169.69,261.54,1,35.118911065229035,"2025-04-01 02:44:00"
166,Dress,Fashion,713.76,1132.18,1,36.95702096839726,"2025-04-01 02:45:00"
167,Dress,Fashion,388.54,567.53,1,31.538420876429434,"2025-04-01 02:46:00"
168,Smartwatch,Electronics,1878.27,1878.27,0,0.0,"2025-04-01 02:47:00"
169,Headphones,Electronics,390.76,468.0,1,16.504273504273506,"2025-04-01 02:48:00"
170,Earrings,Jewelery,362.38,485.22,1,25.316351345781303,"2025-04-01 02:49:00"
171,Smartwatch,Electronics,1687.95,1861.11,1,9.304124957686534,"2025-04-01 02:50:00"
172,Smartphone,Electronics,815.74,815.74,0,0.0,"2025-04-01 02:51:00"
173,Pendant,Jewelery,642.28,680.35,1,5.595649298155368,"2025-04-01 02:52:00"
174,Dress,Fashion,935.08,935.08,0,0.0,"2025-04-01 02:53:00"
175,T-Shirt,Fashion,497.27,651.52,1,23.675405206286836,"2025-04-01 02:54:00"
176,Headphones,Electronics,1775.64,1775.64,0,0.0,"2025-04-01 02:55:00"
177,T-Shirt,Fashion,293.32,338.84,1,13.43406917719277,"2025-04-01 02:56:00"
178,Bracelet,Jewelery,1148.86,1233.05,1,6.827784761364102,"2025-04-01 02:57:00"
179,Headphones,Electronics,1641.06,1641.06,0,0.0,"2025-04-01 02:58:00"
180,Necklace,Jewelery,985.02,985.02,0,0.0,"2025-04-01 02:59:00"
181,Laptop,Electronics,1174.62,1174.62,0,0.0,"2025-04-01 03:00:00"
182,Smartwatch,Electronics,1443.06,1443.06,0,0.0,"2025-04-01 03:01:00"
183,Smartwatch,Electronics,1592.1,1938.67,1,17.87668865768801,"2025-04-01 03:02:00"
184,Jeans,Fashion,511.82,767.82,1,33.34114766481728,"2025-04-01 03:03:00"
185,Dress,Fashion,246.82,246.82,0,0.0,"2025-04-01 03:04:00"
186,Pendant,Jewelery,1182.48,1182.48,0,0.0,"2025-04-01 03:05:00"
187,Pendant,Jewelery,547.51,582.65,1,6.031064961812406,"2025-04-01 03:06:00"
188,Ring,Jewelery,377.55,605.35,1,37.63112249112084,"2025-04-01 03:07:00"
189,Ring,Jewelery,1476.46,1476.46,0,0.0,"2025-04-01 03:08:00"
190,Headphones,Electronics,947.08,947.08,0,0.0,"2025-04-01 03:09:00"
191,Bracelet,Jewelery,257.83,373.26,1,30.924824519101968,"2025-04-01 03:10:00"
192,Dress,Fashion,1606.87,1954.55,1,17.78823770177279,"2025-04-01 03:11:00"
193,T-Shirt,Fashion,1207.39,1271.85,1,5.068207728898833,"2025-04-01 03:12:00"
194,Bracelet,Jewelery,122.32,122.32,0,0.0,"2025-04-01 03:13:00"
195,T-Shirt,Fashion,773.33,1221.27,1,36.67821202518689,"2025-04-01 03:14:00"
196,Pendant,Jewelery,394.79,501.27,1,21.24204520517884,"2025-04-01 03:15:00"
197,T-Shirt,Fashion,955.7,1086.06,1,12.003020090971024,"2025-04-01 03:16:00"
198,T-Shirt,Fashion,1269.3,1269.3,0,0.0,"2025-04-01 03:17:00"
199,Dress,Fashion,926.45,1040.88,1,10.993582353393288,"2025-04-01 03:18:00"
200,Necklace,Jewelery,195.57,325.02,1,39.828318257338005,"2025-04-01 03:19:00"
201,Pendant,Jewelery,1466.16,1466.16,0,0.0,"2025-04-01 03:20:00"
202,Earrings,Jewelery,1161.63,1161.63,0,0.0,"2025-04-01 03:21:00"
203,Bracelet,Jewelery,1292.5,1292.5,0,0.0,"2025-04-01 03:22:00"
204,Necklace,Jewelery,845.5,1252.89,1,32.51602295492821,"2025-04-01 03:23:00"
205,Dress,Fashion,637.58,637.58,0,0.0,"2025-04-01 03:24:00"
206,Jeans,Fashion,153.56,153.56,0,0.0,"2025-04-01 03:25:00"
207,T-Shirt,Fashion,802.02,802.02,0,0.0,"2025-04-01 03:26:00"
208,Pendant,Jewelery,250.51,334.21,1,25.044133927769963,"2025-04-01 03:27:00"
209,Necklace,Jewelery,684.14,684.14,0,0.0,"2025-04-01 03:28:00"
210,Jacket,Fashion,862.57,862.57,0,0.0,"2025-04-01 03:29:00"
211,Jeans,Fashion,1949.8,1949.8,0,0.0,"2025-04-01 03:30:00"
212,Ring,Jewelery,1183.14,1308.02,1,9.547254629134102,"2025-04-01 03:31:00"
213,Laptop,Electronics,940.24,1326.67,1,29.127816261768192,"2025-04-01 03:32:00"
214,Sneakers,Fashion,876.81,876.81,0,0.0,"2025-04-01 03:33:00"
215,Smartwatch,Electronics,662.85,854.41,1,22.420149576901014,"2025-04-01 03:34:00"
216,Necklace,Jewelery,204.23,204.23,0,0.0,"2025-04-01 03:35:00"
217,Jacket,Fashion,1025.02,1356.6,1,24.441987321244284,"2025-04-01 03:36:00"
218,Earrings,Jewelery,737.17,886.79,1,16.872089220672315,"2025-04-01 03:37:00"
219,Pendant,Jewelery,1007.71,1213.63,1,16.96727997824708,"2025-04-01 03:38:00"
220,Earrings,Jewelery,266.81,281.16,1,5.10385545596814,"2025-04-01 03:39:00"
221,Pendant,Jewelery,1112.6,1759.35,1,36.76073549890585,"2025-04-01 03:40:00"
222,Smartwatch,Electronics,1561.36,1561.36,0,0.0,"2025-04-01 03:41:00"
223,Jacket,Fashion,1240.35,1711.19,1,27.515354811563892,"2025-04-01 03:42:00"
224,Sneakers,Fashion,272.06,272.06,0,0.0,"2025-04-01 03:43:00"
225,Ring,Jewelery,1436.11,1756.55,1,18.242577780307993,"2025-04-01 03:44:00"
226,Jacket,Fashion,359.33,537.78,1,33.182714121016026,"2025-04-01 03:45:00"
227,T-Shirt,Fashion,731.88,1080.39,1,32.25779579596257,"2025-04-01 03:46:00"
228,Pendant,Jewelery,959.14,1017.19,1,5.706898416225097,"2025-04-01 03:47:00"
229,Ring,Jewelery,412.35,648.36,1,36.40107347769757,"2025-04-01 03:48:00"
230,Necklace,Jewelery,666.23,666.23,0,0.0,"2025-04-01 03:49:00"
231,T-Shirt,Fashion,834.09,1231.31,1,32.25995078412422,"2025-04-01 03:50:00"
232,Pendant,Jewelery,891.55,1434.02,1,37.828621637076196,"2025-04-01 03:51:00"
233,Smartphone,Electronics,472.19,552.93,1,14.602210044671107,"2025-04-01 03:52:00"
234,Smartphone,Electronics,143.06,174.92,1,18.214040704321967,"2025-04-01 03:53:00"
235,Pendant,Jewelery,865.2,1293.06,1,33.08895178878009,"2025-04-01 03:54:00"
236,Dress,Fashion,857.33,857.33,0,0.0,"2025-04-01 03:55:00"
237,Ring,Jewelery,961.89,961.89,0,0.0,"2025-04-01 03:56:00"
238,Bracelet,Jewelery,959.53,959.53,0,0.0,"2025-04-01 03:57:00"
239,Bracelet,Jewelery,804.28,804.28,0,0.0,"2025-04-01 03:58:00"
240,Sneakers,Fashion,1193.82,1817.15,1,34.302616734997116,"2025-04-01 03:59:00"
241,Laptop,Electronics,1397.94,1397.94,0,0.0,"2025-04-01 04:00:00"
242,Sneakers,Fashion,477.07,595.28,1,19.857882005106838,"2025-04-01 04:01:00"
243,Necklace,Jewelery,995.03,1145.04,1,13.100852371969538,"2025-04-01 04:02:00"
244,"Bluetooth Speaker",Electronics,1672.1,1775.57,1,5.8274244327173825,"2025-04-01 04:03:00"
245,Pendant,Jewelery,1199.72,1199.72,0,0.0,"2025-04-01 04:04:00"
246,Smartphone,Electronics,368.12,610.66,1,39.71768250745095,"2025-04-01 04:05:00"
247,Laptop,Electronics,1612.91,1612.91,0,0.0,"2025-04-01 04:06:00"
248,Pendant,Jewelery,1437.36,1437.36,0,0.0,"2025-04-01 04:07:00"
249,Jacket,Fashion,100.54,117.21,1,14.222335978158851,"2025-04-01 04:08:00"
250,Pendant,Jewelery,1356.23,1440.71,1,5.863775499580069,"2025-04-01 04:09:00"
251,Smartwatch,Electronics,216.48,283.05,1,23.518812930577642,"2025-04-01 04:10:00"
252,Ring,Jewelery,1105.83,1105.83,0,0.0,"2025-04-01 04:11:00"
253,Headphones,Electronics,101.18,101.18,0,0.0,"2025-04-01 04:12:00"
254,Jacket,Fashion,1360.0,1661.57,1,18.149701788067908,"2025-04-01 04:13:00"
255,Sneakers,Fashion,813.21,972.76,1,16.401784612854144,"2025-04-01 04:14:00"
256,Laptop,Electronics,575.56,851.45,1,32.402372423512844,"2025-04-01 04:15:00"
257,Headphones,Electronics,468.52,582.29,1,19.53837434955091,"2025-04-01 04:16:00"
258,Jacket,Fashion,1806.23,1986.48,1,9.073839152672063,"2025-04-01 04:17:00"
259,Smartphone,Electronics,762.15,762.15,0,0.0,"2025-04-01 04:18:00"
260,Ring,Jewelery,309.1,384.79,1,19.670469606798513,"2025-04-01 04:19:00"
261,Jacket,Fashion,1625.18,1625.18,0,0.0,"2025-04-01 04:20:00"
262,Pendant,Jewelery,1377.46,1377.46,0,0.0,"2025-04-01 04:21:00"
263,Smartphone,Electronics,1320.52,1597.07,1,17.316085080804218,"2025-04-01 04:22:00"
264,Ring,Jewelery,535.21,600.75,1,10.909696213066994,"2025-04-01 04:23:00"
265,Laptop,Electronics,285.28,340.84,1,16.30090364980636,"2025-04-01 04:24:00"
266,Earrings,Jewelery,247.67,278.89,1,11.194377711642584,"2025-04-01 04:25:00"
267,"Bluetooth Speaker",Electronics,1101.68,1238.83,1,11.0709298289515,"2025-04-01 04:26:00"
268,Necklace,Jewelery,1175.46,1720.61,1,31.68353084080645,"2025-04-01 04:27:00"
269,Laptop,Electronics,377.98,565.81,1,33.1966561213128,"2025-04-01 04:28:00"
270,Smartwatch,Electronics,130.52,172.49,1,24.331845324366626,"2025-04-01 04:29:00"
271,Dress,Fashion,899.31,1304.45,1,31.058300433132747,"2025-04-01 04:30:00"
272,Bracelet,Jewelery,1436.67,1800.04,1,20.186773627252723,"2025-04-01 04:31:00"
273,Jacket,Fashion,329.31,329.31,0,0.0,"2025-04-01 04:32:00"
274,Sneakers,Fashion,1320.01,1320.01,0,0.0,"2025-04-01 04:33:00"
275,Bracelet,Jewelery,405.25,405.25,0,0.0,"2025-04-01 04:34:00"
276,Bracelet,Jewelery,413.21,569.46,1,27.438274856881968,"2025-04-01 04:35:00"
277,"Bluetooth Speaker",Electronics,390.81,597.99,1,34.64606431545678,"2025-04-01 04:36:00"
278,Necklace,Jewelery,167.1,243.91,1,31.491123775162972,"2025-04-01 04:37:00"
279,Earrings,Jewelery,1207.23,1496.73,1,19.342165921709327,"2025-04-01 04:38:00"
280,Smartwatch,Electronics,700.35,700.35,0,0.0,"2025-04-01 04:39:00"
281,T-Shirt,Fashion,1111.87,1111.87,0,0.0,"2025-04-01 04:40:00"
282,Laptop,Electronics,1126.3,1237.82,1,9.009387471522516,"2025-04-01 04:41:00"
283,Dress,Fashion,1049.8,1174.67,1,10.63021955102285,"2025-04-01 04:42:00"
284,T-Shirt,Fashion,824.07,1115.73,1,26.140732973031106,"2025-04-01 04:43:00"
285,Smartwatch,Electronics,1667.03,1667.03,0,0.0,"2025-04-01 04:44:00"
286,Sneakers,Fashion,241.6,365.67,1,33.929499275302874,"2025-04-01 04:45:00"
287,Smartwatch,Electronics,1591.51,1591.51,0,0.0,"2025-04-01 04:46:00"
288,Earrings,Jewelery,626.31,899.53,1,30.373639567329608,"2025-04-01 04:47:00"
289,Smartphone,Electronics,1676.84,1824.27,1,8.081588799903527,"2025-04-01 04:48:00"
290,Ring,Jewelery,481.38,695.27,1,30.763588246292805,"2025-04-01 04:49:00"
291,"Bluetooth Speaker",Electronics,747.51,747.51,0,0.0,"2025-04-01 04:50:00"
292,Dress,Fashion,266.85,408.93,1,34.744332770889876,"2025-04-01 04:51:00"
293,Ring,Jewelery,808.83,1326.13,1,39.00824202755386,"2025-04-01 04:52:00"
294,Laptop,Electronics,1320.08,1547.96,1,14.721310628181614,"2025-04-01 04:53:00"
295,Ring,Jewelery,154.48,211.27,1,26.880295356652635,"2025-04-01 04:54:00"
296,Jeans,Fashion,261.8,261.8,0,0.0,"2025-04-01 04:55:00"
297,Jacket,Fashion,886.02,1216.6,1,27.172447805359194,"2025-04-01 04:56:00"
298,Pendant,Jewelery,1023.96,1517.91,1,32.541455026977886,"2025-04-01 04:57:00"
299,Dress,Fashion,558.35,794.92,1,29.760227444271116,"2025-04-01 04:58:00"
300,Laptop,Electronics,783.89,1252.67,1,37.422465613449674,"2025-04-01 04:59:00"
301,Smartwatch,Electronics,703.13,703.13,0,0.0,"2025-04-01 05:00:00"
302,Jacket,Fashion,531.75,837.53,1,36.50973696464604,"2025-04-01 05:01:00"
303,Bracelet,Jewelery,440.36,562.45,1,21.706818383856348,"2025-04-01 05:02:00"
304,Headphones,Electronics,273.72,273.72,0,0.0,"2025-04-01 05:03:00"
305,Jeans,Fashion,611.84,814.54,1,24.88521128489699,"2025-04-01 05:04:00"
306,Smartphone,Electronics,1236.26,1816.39,1,31.938625515445473,"2025-04-01 05:05:00"
307,Ring,Jewelery,845.22,1193.18,1,29.16240634271443,"2025-04-01 05:06:00"
308,Jeans,Fashion,1147.23,1843.27,1,37.7611527339999,"2025-04-01 05:07:00"
309,Bracelet,Jewelery,1361.07,1518.95,1,10.394022186378756,"2025-04-01 05:08:00"
310,Jacket,Fashion,140.7,203.47,1,30.84975672089252,"2025-04-01 05:09:00"
311,Smartwatch,Electronics,1166.58,1544.14,1,24.451150802388394,"2025-04-01 05:10:00"
312,Necklace,Jewelery,1954.17,1954.17,0,0.0,"2025-04-01 05:11:00"
313,Ring,Jewelery,1548.57,1548.57,0,0.0,"2025-04-01 05:12:00"
314,Dress,Fashion,1645.51,1837.75,1,10.460617603047204,"2025-04-01 05:13:00"
315,Ring,Jewelery,951.19,1217.75,1,21.88955040032847,"2025-04-01 05:14:00"
316,Laptop,Electronics,1521.66,1521.66,0,0.0,"2025-04-01 05:15:00"
317,Dress,Fashion,1066.21,1066.21,0,0.0,"2025-04-01 05:16:00"
318,Dress,Fashion,387.3,643.18,1,39.78357535993034,"2025-04-01 05:17:00"
319,T-Shirt,Fashion,955.02,955.02,0,0.0,"2025-04-01 05:18:00"
320,"Bluetooth Speaker",Electronics,792.73,792.73,0,0.0,"2025-04-01 05:19:00"
321,Smartwatch,Electronics,1600.46,1864.08,1,14.142096905712195,"2025-04-01 05:20:00"
322,Necklace,Jewelery,924.71,1525.54,1,39.384742451853114,"2025-04-01 05:21:00"
323,Necklace,Jewelery,1440.31,1440.31,0,0.0,"2025-04-01 05:22:00"
324,Jacket,Fashion,1863.44,1974.88,1,5.64287450376732,"2025-04-01 05:23:00"
325,Necklace,Jewelery,1367.34,1367.34,0,0.0,"2025-04-01 05:24:00"
326,Ring,Jewelery,920.04,1177.03,1,21.833768043295414,"2025-04-01 05:25:00"
327,Jeans,Fashion,186.64,278.03,1,32.87055353738805,"2025-04-01 05:26:00"
328,Sneakers,Fashion,326.69,473.52,1,31.008193951681022,"2025-04-01 05:27:00"
329,Pendant,Jewelery,456.07,456.07,0,0.0,"2025-04-01 05:28:00"
330,Bracelet,Jewelery,1306.44,1306.44,0,0.0,"2025-04-01 05:29:00"
331,Sneakers,Fashion,1134.69,1222.28,1,7.166115783617495,"2025-04-01 05:30:00"
332,Jeans,Fashion,145.25,167.52,1,13.293935052531047,"2025-04-01 05:31:00"
333,Jacket,Fashion,265.31,348.24,1,23.8140362968068,"2025-04-01 05:32:00"
334,Dress,Fashion,999.97,1323.29,1,24.433041888021517,"2025-04-01 05:33:00"
335,Jacket,Fashion,1618.64,1618.64,0,0.0,"2025-04-01 05:34:00"
336,Laptop,Electronics,1037.93,1128.49,1,8.024882808000065,"2025-04-01 05:35:00"
337,Laptop,Electronics,462.95,703.11,1,34.156817567663666,"2025-04-01 05:36:00"
338,Smartphone,Electronics,680.08,680.08,0,0.0,"2025-04-01 05:37:00"
339,Smartwatch,Electronics,1333.63,1944.71,1,31.42267998827588,"2025-04-01 05:38:00"
340,Headphones,Electronics,646.7,971.64,1,33.44242723642501,"2025-04-01 05:39:00"
341,Ring,Jewelery,206.33,280.5,1,26.442067736185376,"2025-04-01 05:40:00"
342,T-Shirt,Fashion,1148.48,1487.41,1,22.786588768396072,"2025-04-01 05:41:00"
343,Earrings,Jewelery,1024.89,1146.67,1,10.620317964191962,"2025-04-01 05:42:00"
344,Necklace,Jewelery,1553.81,1803.69,1,13.853821887353154,"2025-04-01 05:43:00"
345,Smartphone,Electronics,272.6,272.6,0,0.0,"2025-04-01 05:44:00"
346,Earrings,Jewelery,1071.29,1071.29,0,0.0,"2025-04-01 05:45:00"
347,"Bluetooth Speaker",Electronics,153.29,153.29,0,0.0,"2025-04-01 05:46:00"
348,Laptop,Electronics,1097.73,1097.73,0,0.0,"2025-04-01 05:47:00"
349,Dress,Fashion,1368.38,1554.64,1,11.980908763443624,"2025-04-01 05:48:00"
350,Laptop,Electronics,509.31,509.31,0,0.0,"2025-04-01 05:49:00"
351,"Bluetooth Speaker",Electronics,980.83,1468.37,1,33.202803108208414,"2025-04-01 05:50:00"
352,Pendant,Jewelery,299.76,299.76,0,0.0,"2025-04-01 05:51:00"
353,Earrings,Jewelery,1110.16,1110.16,0,0.0,"2025-04-01 05:52:00"
354,Jacket,Fashion,1961.26,1961.26,0,0.0,"2025-04-01 05:53:00"
355,Laptop,Electronics,221.34,273.3,1,19.01207464324918,"2025-04-01 05:54:00"
356,Earrings,Jewelery,720.94,1045.27,1,31.028346742946795,"2025-04-01 05:55:00"
357,Jeans,Fashion,397.3,397.3,0,0.0,"2025-04-01 05:56:00"
358,Earrings,Jewelery,593.35,683.82,1,13.230089789710744,"2025-04-01 05:57:00"
359,"Bluetooth Speaker",Electronics,1406.14,1583.2,1,11.183678625568465,"2025-04-01 05:58:00"
360,Necklace,Jewelery,286.35,363.43,1,21.209036128002637,"2025-04-01 05:59:00"
361,"Bluetooth Speaker",Electronics,520.46,862.41,1,39.6505142565601,"2025-04-01 06:00:00"
362,Smartphone,Electronics,1168.09,1933.64,1,39.59113382015268,"2025-04-01 06:01:00"
363,Smartphone,Electronics,1490.94,1490.94,0,0.0,"2025-04-01 06:02:00"
364,Smartwatch,Electronics,616.86,1022.55,1,39.6743435528825,"2025-04-01 06:03:00"
365,Jacket,Fashion,983.74,1555.99,1,36.77722864542831,"2025-04-01 06:04:00"
366,Dress,Fashion,559.72,819.11,1,31.66729743257926,"2025-04-01 06:05:00"
367,Smartwatch,Electronics,795.69,842.25,1,5.528049866429201,"2025-04-01 06:06:00"
368,Earrings,Jewelery,401.67,462.72,1,13.193724066390041,"2025-04-01 06:07:00"
369,Dress,Fashion,372.91,562.0,1,33.645907473309606,"2025-04-01 06:08:00"
370,Smartphone,Electronics,225.99,299.7,1,24.59459459459459,"2025-04-01 06:09:00"
371,Earrings,Jewelery,1563.61,1563.61,0,0.0,"2025-04-01 06:10:00"
372,Sneakers,Fashion,426.85,519.41,1,17.8202190947421,"2025-04-01 06:11:00"
373,Headphones,Electronics,747.15,1054.03,1,29.11492082768043,"2025-04-01 06:12:00"
374,Laptop,Electronics,587.94,587.94,0,0.0,"2025-04-01 06:13:00"
375,Smartphone,Electronics,133.28,192.57,1,30.788804071246815,"2025-04-01 06:14:00"
376,"Bluetooth Speaker",Electronics,789.49,1237.7,1,36.21313727074412,"2025-04-01 06:15:00"
377,Smartwatch,Electronics,838.1,838.1,0,0.0,"2025-04-01 06:16:00"
378,T-Shirt,Fashion,119.09,119.09,0,0.0,"2025-04-01 06:17:00"
379,Bracelet,Jewelery,1276.48,1524.03,1,16.243118573781352,"2025-04-01 06:18:00"
380,Smartwatch,Electronics,1436.12,1436.12,0,0.0,"2025-04-01 06:19:00"
381,Pendant,Jewelery,1563.84,1758.33,1,11.061063622869428,"2025-04-01 06:20:00"
382,Pendant,Jewelery,380.71,597.28,1,36.25937583712832,"2025-04-01 06:21:00"
383,Jeans,Fashion,942.11,1179.87,1,20.151372608846728,"2025-04-01 06:22:00"
384,Headphones,Electronics,1113.27,1186.69,1,6.186956998036561,"2025-04-01 06:23:00"
385,Jacket,Fashion,1362.66,1762.1,1,22.66840701435786,"2025-04-01 06:24:00"
386,Smartphone,Electronics,1065.82,1709.67,1,37.659314370609536,"2025-04-01 06:25:00"
387,Headphones,Electronics,229.24,278.81,1,17.77913274272802,"2025-04-01 06:26:00"
388,Jeans,Fashion,335.41,335.41,0,0.0,"2025-04-01 06:27:00"
389,Headphones,Electronics,1056.43,1407.66,1,24.9513376809741,"2025-04-01 06:28:00"
390,Headphones,Electronics,630.71,630.71,0,0.0,"2025-04-01 06:29:00"
391,Smartphone,Electronics,817.64,817.64,0,0.0,"2025-04-01 06:30:00"
392,Necklace,Jewelery,1274.66,1690.1,1,24.580794035855856,"2025-04-01 06:31:00"
393,Headphones,Electronics,1121.03,1483.34,1,24.42528348187199,"2025-04-01 06:32:00"
394,Smartwatch,Electronics,1572.9,1773.55,1,11.31346733951678,"2025-04-01 06:33:00"
395,Jacket,Fashion,917.0,917.0,0,0.0,"2025-04-01 06:34:00"
396,Pendant,Jewelery,961.6,1241.57,1,22.549675008255672,"2025-04-01 06:35:00"
397,Smartphone,Electronics,1062.44,1354.5,1,21.562200073827977,"2025-04-01 06:36:00"
398,Necklace,Jewelery,1204.11,1834.3,1,34.35588507877665,"2025-04-01 06:37:00"
399,Smartphone,Electronics,717.13,1008.04,1,28.858973850244034,"2025-04-01 06:38:00"
400,Bracelet,Jewelery,193.36,228.33,1,15.31555205185477,"2025-04-01 06:39:00"
401,Smartwatch,Electronics,200.51,261.89,1,23.437321012638893,"2025-04-01 06:40:00"
402,T-Shirt,Fashion,139.14,207.49,1,32.94134657091909,"2025-04-01 06:41:00"
403,Dress,Fashion,1457.04,1713.85,1,14.984391866266005,"2025-04-01 06:42:00"
